"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Sitaram Prasad M.; Naganjaneyulu S.; Gopi Krishna C.; Nagaraju C.","Sitaram Prasad, M. (57200180211); Naganjaneyulu, S. (57200599562); Gopi Krishna, Ch. (57200182143); Nagaraju, C. (57132677900)","57200180211; 57200599562; 57200182143; 57132677900","A novel information hiding technique for security by using image steganography","2009","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875084405&partnerID=40&md5=afeac3a875d04e5be1a05584f2b2088b","In this paper a novel method is proposed to provide more security for the key information with the combination of image compression and data encryption method. This method requires less memory space and fast transmission rate because of image compression technique is applied. Steganography plays an important role in information security. Since the rise of the Internet one of the most important factors of information technology and communication has been the security of information. It is the art of hiding the fact that communication is takes place, by hiding information in other information. Many different file formats can be used, but digital images are the most popular because of their frequency on the Internet. For hiding secret information in images, there exist a large variety of steganographic techniques some are more complex than others and all of them have respective strong and weak points. Many applications have different requirements of the steganography technique used. Some applications may use absolute invisibility of the secret information, but others require a larger secret message to be hidden. This method has been implemented and tested on varies images and data. It provides better security for encrypted data and no distortion in the image quality. © 2005 - 2009 JATIT. All rights reserved.","Compression; Decryption and fingerprinting; Digital water marking; Encryption; Public key; Steganography",""
"Knobler R.; Fish R.; Jones B.; Schaumont P.; Gora M.","Knobler, Ronald (22951363300); Fish, Robert (55855312500); Jones, Barry (55709596100); Schaumont, Patrick (7003736389); Gora, Michael (24821762800)","22951363300; 55855312500; 55709596100; 7003736389; 24821762800","Security concerns and solutions for unattended ground sensors","2009","1","10.1117/12.818759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69649088185&doi=10.1117%2f12.818759&partnerID=40&md5=525ffab13aa59d7416376e3effdb0b0c","McQ has developed and delivered numerous unattended ground sensor (UGS) systems for a variety of applications. The systems provide flexible, wireless communications and numerous options for enabling the user to configure the system for a specific mission. This flexibility is a two-edged sword as it provides both the intended user with the functionality they desire, but also a set of vulnerabilities if a malicious user (e.g. political enemy or competitor) would attempt to disable or reverse engineer the system. McQ has developed various layers of security to address: secure program and data storage on off-chip non-volatile memory; secure access to JTAG on COTS processors and DSPs typically incorporated in the design of embedded systems used for remote sensors; authentication of sensors nodes, relays, and portable user interfaces used in the field that may be compromised; and the management of keys and other security-related data that is required to be stored and maintained in a distributed system. The associated challenges with securing embedded systems typically found in UGS will be described, as well as an overview of the solution that was developed and incorporated into McQ's systems to mitigate the vulnerabilities. © 2009 SPIE.","Anti-tamper; Embedded security; Information assurance; Reverse engineering; Secure JTAG; Unattended ground sensors","Competition; Embedded systems; Program processors; Public key cryptography; Reengineering; Remote sensing; Reverse engineering; User interfaces; Anti-tamper; Embedded security; Information assurance; Secure JTAG; Unattended ground sensors; Security of data"
"Assogna P.; Bertocchi G.; Dicarlo A.; Milicchio F.; Paoluzzi A.; Scorzelli G.; Vicentino M.; Zollo R.","Assogna, Pierluigi (25636820900); Bertocchi, Glauco (7004024051); Dicarlo, Antonio (6602003619); Milicchio, Franco (22835782600); Paoluzzi, Alberto (6603612166); Scorzelli, Giorgio (18435057600); Vicentino, Michele (7801561386); Zollo, Roberto (25637910000)","25636820900; 7004024051; 6602003619; 22835782600; 6603612166; 18435057600; 7801561386; 25637910000","Critical infrastructures as complex systems: A multi-level protection architecture","2009","1","10.1007/978-3-642-03552-4_36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349303520&doi=10.1007%2f978-3-642-03552-4_36&partnerID=40&md5=f8d25c9c977b3116b77868695382c85e","This paper describes a security platform as a complex system of holonic communities, that are hierarchically organized, but self-reconfigurable when some of them are detached or cannot otherwise operate. Furthermore, every possible subset of holons may work autonomously, while maintaining self-conscience of its own mission, action lines and goals. Each holonic unit, either elementary or composite, retains some capabilities for sensing (perception), transmissive apparatus (communication), computational processes (elaboration), authentication/authorization (information security), support for data exchange (visualization & interaction), actuators (mission), ambient representation (geometric reasoning), knowledge representation (logic reasoning), situation representation and forecasting (simulation), intelligent feedback (command & control). The higher the organizational level of the holonic unit, the more complex and sophisticated each of its characteristic features. © 2009 Springer Berlin Heidelberg.","","Data visualization; Knowledge management; Large scale systems; Complex systems; Computational process; Critical infrastructure; Data exchange; Geometric reasoning; Holonics; Information security; Logic reasoning; Multi-level; Organizational levels; Protection architecture; Self-reconfigurable; Knowledge representation"
"Yang Y.J.; Yu Y.X.","Yang, Yue Jiang (36100415700); Yu, Yong Xia (58736136200)","36100415700; 58736136200","Behavioral science-based information security research","2009","1","10.1109/ETCS.2009.357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650705690&doi=10.1109%2fETCS.2009.357&partnerID=40&md5=e3e362e434b934957d6857577c7d4594","Inspects the domestic and foreign each kind of information security event to discover that behind information security event representation, those who play the decision role is the human, the human is in the information security the most active factor, human's behavior and the information security is closely related, human's unsafe behavior causes accident's primary cause. The paper has studied the demand, the motive and the behavior relations, has studied the user network behavioral model, and based on this model analysis user legitimate and tort, has obtained the information security behavior management model through the behavior research, proposed against human wall and the manpower firewall's idea, the paper conclusion is humanist is broad based on the behavioral science information security research prospect, can develop one's ability to the full. © 2009 IEEE.","Anti-human wall; Behavior management; Behavioral model; Behavioral science; Information security","Computer science; Education computing; Anti-human wall; Behavior management; Behavioral model; Behavioral science; Information security; Behavioral research"
"Savola R.M.; Abie H.","Savola, Reijo M. (23010245100); Abie, Habtamu (6505691222)","23010245100; 6505691222","On-Line and off-line security measurement framework for mobile ad hoc networks","2009","9","10.4304/jnw.4.7.565-579","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950991593&doi=10.4304%2fjnw.4.7.565-579&partnerID=40&md5=bc94746090e75deb034fff3b1de86db5","We propose an integrated security measurement architecture and framework for a dynamic self-organizing monitoring system based on mobile ad hoc networks (MANETs), structured according to currently known security challenges. The aim is to predict, as well as to monitor, the security performance, concentrating on the principal effects contributing to it. We introduce an on-the-fly security level estimation mechanism for MANETs. The mechanism can be used to support node-level, network segment-level and network-level decision making. At the node level, it is possible to constantly estimate the security level when choosing applications and communication mechanisms. At the network level, democratic voting among independent estimates originating from different nodes is used to increase the level of security. Furthermore, we introduce a generic security evaluation framework based on definition and decomposition of security requirements, behaviour modelling, evidence collection, and decision making. The goal of the decision making process is to make an assessment of and form conclusions about the information security level or performance of the system under investigation. © 2009 ACADEMY PUBLISHER.","Mobile ad hoc networks; Monitoring; Security evaluation; Security metrics","Decision making; Mobile ad hoc networks; Mobile telecommunication systems; Monitoring; Security of data; Wireless telecommunication systems; Behaviour modelling; Communication mechanisms; Decision making process; Evidence collection; Information security; Monitoring system; Network level; Network segment; On-the-fly; Security challenges; Security evaluation; Security level; Security measurement; Security metrics; Security requirements; Self organizing; Ad hoc networks"
"Fu Y.; Wu X.-P.; Ye Q.","Fu, Yu (55712864400); Wu, Xiao-Ping (6603390287); Ye, Qing (57201324151)","55712864400; 6603390287; 57201324151","Approach for information systems security situation evaluation using improved FAHP and Bayesian network","2009","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350560980&partnerID=40&md5=285e66a0051053eeffc23dd03cbff41b","An approach for the information systems security situation assessment based on an improved FAHP and Bayesian network was proposed to solve the problem of obtaining the risk grade. The improved FAHP was used to quantify the factor of attack severity which was hard to scale. Simultaneously, the conditional probability matrices for all factors were defined with the expert knowledge. Then a model for information security situation assessment was established by the Bayesian network inference, and the corresponding approach was presented. Finally, an illustrative instance was given to demonstrate its rationality and feasibility. Thus it may provide a new way for assessing information systems security situation.","Bayesian network; Improved FAHP; Information system; Situation evaluation","Bayesian networks; Distributed parameter networks; Inference engines; Intelligent networks; Large scale systems; Security of data; Bayesian Network inference; Conditional probabilities; Expert knowledge; Improved FAHP; Information security; Information systems security; Risk grade; Situation evaluation; Information systems"
"Sveen F.O.; Torres J.M.; Sarriegi J.M.","Sveen, Finn Olav (15063397300); Torres, Jose M. (57199783898); Sarriegi, Jose M. (35611777800)","15063397300; 57199783898; 35611777800","Blind information security strategy","2009","23","10.1016/j.ijcip.2009.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70149093164&doi=10.1016%2fj.ijcip.2009.07.003&partnerID=40&md5=44083d92971139421bf7ea7d4ef83873","How do enterprises relate to and manage information security controls? This paper documents a study of twenty enterprises, six of them in the critical infrastructure (CI) domain. The state of security in the CI enterprises differed little from that in the other enterprises. Information security was seen as a technical problem with technical solutions. However, vulnerabilities in processes and human fallibility create a need for formal and informal controls in addition to technical controls. These three controls are interdependent. They vary widely in implementation time and resource needs, which render the task of building security resources a challenging problem. This paper presents a system dynamics model that illustrates how security controls are interconnected and are interdependent at a high level. The model is intended to aid security managers in CI domains to better understand information security management strategies, especially the complexities involved in managing a socio-technical system where human, organizational and technical factors interact. The model also demonstrates how the knowledge gained from proactive security activities can help managers improve the effectiveness of security controls, risk assessments and incident detection capabilities. © 2009 Elsevier B.V. All rights reserved.","Information security strategy; Learning from incidents; Risk assessment; System dynamics","Managers; Risk assessment; Risk management; System theory; Tracking (position); Building security; Critical infrastructure; In-process; Incident detection; Informal controls; Information security; Information security managements; Information security strategy; Learning from incidents; Manage information; Paper documents; Proactive security; Security controls; Security manager; Sociotechnical systems; System dynamics; System dynamics model; Technical control; Technical factors; Technical problem; Technical solutions; Security of data"
"Liu N.; Zhang J.; Zhang H.; Liu W.","Liu, Nian (8384521800); Zhang, Jianhua (55920605400); Zhang, Hao (57192482973); Liu, Wenxia (24280071700)","8384521800; 55920605400; 57192482973; 24280071700","Vulnerability assessment for communication network of substation automation systems to cyber attack","2009","11","10.1109/PSCE.2009.4840141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349171601&doi=10.1109%2fPSCE.2009.4840141&partnerID=40&md5=2b2879ab01421a423fb4c38e95ea3d19","The Substation Automation System (SAS) is a crucial element of power system control. The devices of SAS with remote-control functions are one of the main target of cyber attack. The vulnerability assessment for communication network of SASs that supporting the analysis of control process, is an unsolved problem. Combined with the characteristics of SAS and the vulnerability assessment of the distributed systems, a vulnerability assessment method for communication nework of SASs to cyber attack is proposed. The substation communication system has been classified into six basic models used to construct vulnerability state graph (VSG). The vulnerability of single action is defined based on exponential distribution function including parameters called vulnerability factor and equivalent attacking cost, and then the vulnerability value of target systems are calculated by four connection types of VSG. Furthermore, a vulnerability factor quantity method based on AHP-TOPSIS is designed. An evaluation instance is constructed from IEC 61850 standard, the proposed method is applicable to evaluate the vulnerability of communication network of SASs. ©2009 IEEE.","Analytic hierarchy process; Communication system; Information security; Substation automation; Vulnerability state graph","Analytic hierarchy process; Automation; Communication systems; Computer crime; Distribution functions; Electric fault currents; Electric power transmission networks; Enterprise resource planning; Hierarchical systems; Law enforcement; Power transmission; Process control; Synthetic aperture sonar; Basic models; Communication networks; Control functions; Control process; Cyber-attacks; Distributed systems; Exponential distributions; IEC 61850; Information security; Power system controls; State graphs; Substation automation; Substation automation systems; Target systems; Unsolved problems; Vulnerability assessments; Vulnerability state graph; Security of data"
"Rothenpieler P.; Krüger D.; Pfisterer D.; Fischer S.; Denise D.; Haas C.; Zitterbart M.","Rothenpieler, Peter (35318675800); Krüger, Daniela (24476019500); Pfisterer, Dennis (12645120600); Fischer, Stefan (56109542700); Denise, Dudek (35317257200); Haas, Christian (57195388247); Zitterbart, Martina (7003667260)","35318675800; 24476019500; 12645120600; 56109542700; 35317257200; 57195388247; 7003667260","Flegsens - secure area monitoring using wireless sensor networks","2009","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71449108534&partnerID=40&md5=375d1b6a548f8f1b45ba75fd793bf2dc","In the project FleGSens, a wireless sensor network (WSN) for the surveillance of critical areas and properties is currently developed which incorporates mechanisms to ensure information security. The intended prototype consists of 200 sensor nodes for monitoring a 500m long land strip. The system is focused on ensuring integrity and authenticity of generated alarms and availability in the presence of an attacker who may even compromise a limited number of sensor nodes. In this paper, two of the main protocols developed in the project are presented, a tracking protocol to provide secure detection of trespasses within the monitored area and a protocol for secure detection of node failures. Simulation results of networks containing 200 and 2000 nodes as well as the results of the first prototype comprising a network of 16 nodes are presented. The focus of the simulations and prototype are functional testing of the protocols and particularly demonstrating the impact and cost of several attacks.","Security; Testbed; Trespass detection; Wireless sensor network","Computer simulation; Network protocols; Network security; Routing protocols; Sensor networks; Sensor nodes; Telecommunication equipment; Test facilities; Testbeds; Wireless telecommunication systems; Security of data; Wireless sensor networks; Area monitoring; Critical area; Functional testing; Information security; Node failure; Security; Simulation result; Tracking protocols; Trespass detection; Wireless sensor networks; Sensor nodes"
"Liu C.-C.; Ten C.-W.; Govindarasu M.","Liu, Chen-Ching (25927307000); Ten, Chee-Wooi (23981286000); Govindarasu, Manimaran (7003605825)","25927307000; 23981286000; 7003605825","Cybersecurity of SCADA systems: Vulnerability assessment and mitigation","2009","13","10.1109/PSCE.2009.4840120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349176082&doi=10.1109%2fPSCE.2009.4840120&partnerID=40&md5=2cb901735c8fc14e55bc0897108865fb","[No abstract available]","",""
"Zhang H.; Zhang J.; Liu N.; Wu X.","Zhang, Hao (57192482973); Zhang, Jianhua (55920605400); Liu, Nian (8384521800); Wu, Xu (55619314462)","57192482973; 55920605400; 8384521800; 55619314462","Function-oriented information assets identification on substation automation systems","2009","3","10.1109/APPEEC.2009.4918391","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869985181&doi=10.1109%2fAPPEEC.2009.4918391&partnerID=40&md5=b8a26d18f167462739ffbcf380e8df83","Information security risk assessment combined with power control process is an issue which has not properly solved yet. As substation automation system (SAS) functions as the key link of between implementation of control instructions and the collection of operation information, research on the application of information assets identification method in SAS under network environment, is an important part of improving information security risk assessment system in power system. Consisting of the features of SAS, the paper presents a function-oriented information assets identification method with following procedures: Establishing function tree model to identify assets and defining key level as a parameter to measure the importance of assets, utilizing association factor to measure the association between assets and quantitatively analyzing the degree of association by building association matrix. The paper also presents assets quantification method on system level, according to the impact of different functions on the electric power primary system. At last, the paper constructs an evaluating example with IEC 61850 standard, and verifies the effectiveness of assets identification method. © 2009 IEEE.","Assets identification; Function tree; Key level; SAS","Electric fault currents; Enterprise resource planning; Risk assessment; Risk management; Security of data; Synthetic aperture sonar; Assets identification; Association matrix; Control instruction; Degree of association; Electric power; Identification method; IEC 61850; Information assets; Information security risk assessment; Key level; Key links; Network environments; Power systems; Primary systems; Quantification methods; SAS; Substation automation systems; System levels; Tree models; Identification (control systems)"
"Zhanna M.; Tatiana K.","Zhanna, Mingaleva (36968163000); Tatiana, Kapuskina (37089618500)","36968163000; 37089618500","Institutional aspects of information security in Russian economy","2009","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954524777&partnerID=40&md5=88d8ab561342d821f531dda880dd23cd","The article touches upon questions of information security in Russian Economy. It covers theoretical bases of information security and causes of its development. The theory is proved by the analysis of business activities and the main tendencies of information security development. Perm region has been chosen as the bases for the analysis, being the fastestdeveloping region that uses methods of information security in managing it economy. As a result of the study the authors of the given article have formulated their own vision of the problem of information security in various branches of economy and stated prospects of information security development and its growing role in Russian economy.","Institutional analyses; Management of information security; Security of business","Societies and institutions; Engineering; Technology; Business activities; Information security; Institutional analysis; Institutional aspects; Perm region; Russian economy; Security of business; Theoretical basis; Security of data"
"Farroha B.S.; Whitfield M.M.; Farroha D.L.","Farroha, Bassam S. (6508187106); Whitfield, Melinda M. (26325180300); Farroha, Deborah L. (22979024200)","6508187106; 26325180300; 22979024200","Enabling information sharing through cross domain solutions: Architecting the enterprise","2009","1","10.1117/12.819249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69849101613&doi=10.1117%2f12.819249&partnerID=40&md5=6ae3c4a3eed87378df9a946bf839f924","The current approach of enabling real-time information sharing between the warfighters, homeland protectors and allied/coalition forces is done mainly via custom solutions. There is a need for new standards that allow a common service to provide automated processes to check and cleanse data and convert it to interoperable format before sending it to the next domain. There is also a need to ensure that there is sufficient security for data and authenticate the source and confidence in the contents. This paper investigates the requirements and architectures for the Enterprise Cross Domain Solutions and presents the current needs, technologies and gaps. © 2009 SPIE.","Cross domain solutions; Enterprise architecture; Information assurance; Information sharing; Network security","Automation; Information retrieval; Internet; Network security; Automated process; Cross domain solutions; Cross-domain; Custom solutions; Enterprise architecture; Information assurance; Information sharing; Real-time information sharing; Warfighters; Information dissemination"
"Yang F.; Zhong C.; Yin M.; Huang Y.","Yang, Feng (55765316300); Zhong, Cheng (55085089900); Yin, MengXiao (23011047500); Huang, YiRan (34771474700)","55765316300; 55085089900; 23011047500; 34771474700","Teaching cryptology course based on theory-algorithm-practice- application mode","2009","5","10.1109/ETCS.2009.366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650705766&doi=10.1109%2fETCS.2009.366&partnerID=40&md5=82a30da5648d06cf57debae60cfdf17a","The cryptology course is an important curriculum of the major in information security and the interrelated majors. The teaching mode based on theory- algorithm-practice-application in cryptology course is proposed by combining the characteristic of cryptology course, the teaching experience and the scientific research experience in this paper. The practice proved it can improve the student's ability of analyzing and resolving the engineering problem. © 2009 IEEE.","Cryptology; Information security; Teaching mode","Computer science; Cryptography; Curricula; Education computing; Cryptology; Engineering problems; Information security; Mode-based; Scientific researches; Teaching experience; Teaching"
"Li X.; Huang R.; Liu J.; Wu Y.","Li, Xiaoming (56365826200); Huang, Ran (55216160800); Liu, Jing (36066808300); Wu, Yuanbao (57216312212)","56365826200; 55216160800; 36066808300; 57216312212","System construction of protection solutions of secondary power system in power plant based on information security","2009","3","10.1109/APPEEC.2009.4918857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869981259&doi=10.1109%2fAPPEEC.2009.4918857&partnerID=40&md5=b72bab812ef7f163f89f7dc47d56e4e9","Safe and stable operation of secondary of power system in power plant is the key part of electric power information security. By analyzing the system construction of protection solutions of secondary part of power system in the countries of the world, on the basis, according to the Protection Solutions of secondary part of Power System, the paper gives the construction of protection solutions of secondary power system in power plant, up to the principles of safety protection, which provides construction scheme for safety protection in power enterprises. © 2009 IEEE.","Management information network; Real-time production network; Safety protection; Secondary power system","Electric power transmission networks; Information services; Power plants; Power transmission; Safety engineering; Construction scheme; Electric power; Information security; Key parts; Management information network; Power enterprise; Power systems; Real-time production network; Safety protection; Secondary power system; Stable operation; System construction; Network management"
"Xiao Q.; Yang X.D.","Xiao, Qinghan (7102049875); Yang, Xue Dong (55683783600)","7102049875; 55683783600","A facial presence monitoring system for information security","2009","15","10.1109/CIB.2009.4925689","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650361676&doi=10.1109%2fCIB.2009.4925689&partnerID=40&md5=be643447801a2d73acb873eb0a036826","Information security requires a method to establish digital credentials that can reliably identify individual users. Since biometrics is concerned with the measurements of unique human physiological or behavioural characteristics, the technology has been used to verify the identity of computer or network users. Given today's heightened security requirements of military as well as other applications such as banking, health care, etc., it is becoming critical to be able to monitor the presence of the authenticated user throughout a session. This paper presents a prototype system that uses facial recognition technology to monitor the authenticated user. The objective is to ensure that the user who is using the computer is the same person that logged onto the system. A neural network-based algorithm is implemented to carry out face detection, and an eigenface method is employed to perform facial recognition. A graphical user interface (GUI) has been developed which allows the performance of face detection and facial recognition to be monitored at run time. The experimental results demonstrate the feasibility of near-real-time continuous user verification for high-level security information systems. © 2009 IEEE.","","Artificial intelligence; Authentication; Biometrics; Buffer storage; Computer networks; Continuous time systems; Electronic document identification systems; Graphical user interfaces; Health care; Military applications; Real time systems; Digital credentials; Eigenface method; Face Detection; Facial recognition; Information security; Monitoring system; Near-real time; Network-based algorithm; OR-networks; Other applications; Prototype system; Runtime; Security requirements; User verification; Face recognition"
"Wang C.; Liao D.; Huang H.","Wang, ChangJi (16308329300); Liao, DingFeng (34971458700); Huang, HuaJie (56138850900)","16308329300; 34971458700; 56138850900","The design and analysis of information security teaching and learning platform","2009","3","10.1109/ETCS.2009.667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69749086913&doi=10.1109%2fETCS.2009.667&partnerID=40&md5=db85ee4c30c927627ccb810833bb4d6e","Teaching and studying information security is quite a challenging task for both instructors and students. To help students to master information security theories, and facilitate teachers to organize courses, we have developed an information security teaching and learning platform (referred to as SYSU-ISTLP),having been in use since 2008 at the Sun Yat-Sen University. In this paper, current situation on information security teaching are analyzed and then we provide details about the development of our SYSU-ISTLP. © 2009 IEEE.","Cryptography protocol; System architecture; Teaching software","Architectural design; Computer science; Computer software; Cryptography; Education computing; Network architecture; Software architecture; Students; Cryptography protocol; Current situation; Design and analysis; Information security; System architecture; Teaching and learning; Teaching software; Teaching"
"Cetron M.J.; Davies O.","Cetron, Marvin J. (13605746200); Davies, Owen (13604685000)","13605746200; 13604685000","Ten critical trends for cybersecurity","2009","10","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349413089&partnerID=40&md5=0e6823dc21bde6b61b4900c9da844495","[No abstract available]","",""
"Bhilare D.S.; Ramani A.K.; Tanwani S.","Bhilare, D.S. (26031283800); Ramani, A.K. (35577839700); Tanwani, Sanjay (14022069700)","26031283800; 35577839700; 14022069700","Information Security assurance for academic institutions using role based security metric: An incremental approach","2009","2","10.1145/1523103.1523209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349131058&doi=10.1145%2f1523103.1523209&partnerID=40&md5=8cdf4baef43b5740f145ead340e32ce9","Information Security has become a serious concern for academic institutions for their normal functioning. This paper proposes a metric based assurance plan, keeping in view the resource limitation of small institutions. Modular approach of the proposed solution allows institutions to switch to higher version as they grow and augment more resources. Organization structure necessary to monitor the proposed plan is also proposed with non traditional roles and their job description. For every control an appropriate role is identified and associated with that metric. This modular & responsibility driven approach will ensure that a basic minimum protection plan is in place and overall security monitoring and control is also improved. Copyright 2009 ACM.","Information Security; Modular approach; Role-based metric; Security assurance","Computer science; Employment; Job analysis; Societies and institutions; Academic institutions; Incremental approach; Information Security; Job description; Modular approach; Non-traditional; Organization structures; Resource limitations; Role-based; Role-based metric; Security assurance; Security metrices; Security monitoring; Metric system"
"McMillin B.","McMillin, B. (24326276300)","24326276300","Complexities of information security in cyber-physical power systems","2009","18","10.1109/PSCE.2009.4840093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349170149&doi=10.1109%2fPSCE.2009.4840093&partnerID=40&md5=fca7f1df4a8ff26acdbb6bcb8d37bc8d","Cyber-Physical Power Systems consist of significant cyber components that mange the physical electric power infrastructure under distributed control of power electronics devices. This represents a departure from more centralized SCADA-type control. NERC Critical Infrastructure Protection standards emphasize the need to protect the power infrastructure from both cyber and physical attacks. Complex interactions between the cyber and physical worlds introduce new vulnerabilities that go beyond those found in the purely computer world. In this paper, some of these new vulnerabilities are described and a direction is suggested to determine and mitigate these vulnerabilities. © 2009 IEEE.","Distributed computing; Power electronics; Security","Computer science; Distributed parameter control systems; Electric power transmission networks; Power transmission; Complex interaction; Critical infrastructure protection; Distributed computing; Distributed control; Electric power infrastructure; Information security; Physical attacks; Physical power; Physical world; Power electronics devices; Power infrastructures; Security; Power electronics"
"Forte D.","Forte, Dario (10242903100)","10242903100","SSL VPN and return on investment: A possible combination","2009","3","10.1016/S1353-4858(09)70112-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350747463&doi=10.1016%2fS1353-4858%2809%2970112-6&partnerID=40&md5=a5ba043a529b0a0ed5957545015e0e1e","At the current point in the history of information security, companies have spent a lot of time analysing various options for remote access to their information systems. Many of them began with IPsec-based systems to connect different sites. It all seemed simple at first, but as the number of sites (and clients) that needed to be interconnected increased, scalability and interfacing problems began to emerge. © 2009 Elsevier Ltd. All rights reserved.","","Information security; Remote access; Return on investments; Profitability"
"Rue R.; Pfleeger S.L.","Rue, Rachel (6701333355); Pfleeger, Shari Lawrence (7004032813)","6701333355; 7004032813","Making the best use of cybersecurity economic models","2009","15","10.1109/MSP.2009.98","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649673141&doi=10.1109%2fMSP.2009.98&partnerID=40&md5=edb81d00a906b36f1a0c459120b6cca2","An analysis of several representative cyber security economic models that shows many assumptions are the same across disparate models and far from realistic is presented. The five models share common categories of assumptions and inputs. the (Honeyman, Schwartz, and van Assche) HSA model explores the consequences of limited information and it assumes that information about the cause of system failures is too expensive for most users to obtain. HSA also shows how the result differs if the amounts are fixed by a social engineer trying to maximize total profit over all manufacturers. The (Clark and Konrad) CK model explores resource allocation for defending multiple fronts. The Cavusoglu, Mishra, and Raghunathan (CMR) differs from other models by treating as a variable the amount of human monitoring each security package requires.","Cybersecurity; Economic models; Security and privacy; Security function; Vulnerability","Economics; Mathematical models; Planning; Profitability; Resource allocation; Systems engineering; Cybersecurity; Economic models; Security and privacy; Security function; Vulnerability; Security of data"
"Wang X.-Z.; Lu Z.-G.; Liu B.-X.","Wang, Xiao-Zhen (54279570700); Lu, Zhi-Gang (57192073270); Liu, Bao-Xu (8444144500)","54279570700; 57192073270; 8444144500","Algorithm of information security risk evaluation based on OCTAVE and grey system","2009","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70749125961&partnerID=40&md5=4f1a1528142098027616d5a18db4e58c","To make sure the assessment accuracy, an efficient algorithm with qualitative analysis and quantify calculate is described. To collect the data, the algorithm chooses the operationally critical threat, asset and vulnerability evaluation (OCTAVE) method, defining the assets which need to be assessed, evaluating the administrant and technical vulnerabilities. To calculate the risk, grey theory is chosen, and triangular whiten weight function is used to compute the membership degrees, the risk level is then determined. This valuable method can be used in practical operations of information security risk assessment.","Grey system; Normalization method; Risk evaluation","Algorithms; Function evaluation; Network security; Quality control; Risk management; System theory; Assessment accuracy; Efficient algorithm; Grey systems; Grey theory; Information security; Information security risk assessment; Membership degrees; Normalization methods; Qualitative analysis; Risk evaluation; Risk levels; Technical vulnerabilities; Weight functions; Risk assessment"
"Tarn M.J.; Raymond H.; Muhammad R.; Han B.T.","Tarn, Michael J. (7006709448); Raymond, Heath (35073258800); Muhammad, Razi (6602730537); Han, Bernard T. (7401726296)","7006709448; 35073258800; 6602730537; 7401726296","Exploring information security compliance in corporate IT governance","2009","7","10.3233/HSM-2009-0698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349129926&doi=10.3233%2fHSM-2009-0698&partnerID=40&md5=df87fa7872e44dcd4756847d4fc0ba13","This article first reviews the major IT governance frameworks and then discusses the case study of a multinational enterprise. A problem and gap analysis employing an information security management systems (ISMS) compliance approach is performed via the establishment and evaluation of the company's statement of applicability (SOA) according to ISO 27001. The article concludes with recommendations for how the company can address the gaps in its ISMS and achieve security compliance in its IT governance. © 2009-IOS Press.","Information security management, IT governance, Security, Compliance","Industrial management; Security of data; Compliance approach; Gap analysis; Information security; Information security management systems; Information security management, IT governance, Security, Compliance; IT governance; Multinational enterprise; Security compliance; Information technology"
