"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Lai Ming-Yee","Lai, Ming-Yee (7401808440)","7401808440","Security on database systems and distributed databases","1992","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026834288&partnerID=40&md5=53e130fff1604ba7d218e3f4c647c312","Summary form only given. Four aspects of information security on database systems are discussed: (1) confidentiality (ensuring information is not subject to unauthorized disclosure); (2) integrity (ensuring information is not subject to unauthorized and undetected modification); (3) inference (ensuring information cannot be deduced from observable); and (4) authentication (ensuring that the invokee of the message knows the invoker's identity). These four aspects specific to distributed database systems are discussed for both message in the communication channel and data in the distributed databases.","","Data communication systems; Distributed database systems; Authentication; Communication security; Confidentiality; Database security; Inference; Integrity; Security of data"
"Jones M.","Jones, Michael (55700822100)","55700822100","Information security management: Code of practice for users","1993","0","10.1016/0960-2593(93)90028-Y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949163584&doi=10.1016%2f0960-2593%2893%2990028-Y&partnerID=40&md5=e7dd9ba6072c1139622254971939f977","[No abstract available]","",""
"Schou C.","Schou, Corey (7006835719)","7006835719","Legal aspects of information security","1993","1","10.1080/07366989309452233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947702291&doi=10.1080%2f07366989309452233&partnerID=40&md5=16bd57b3585761a80aee8bcb6eabd51b","[No abstract available]","",""
"Chiou C.W.","Chiou, Che Wun (55597679500)","55597679500","Parallel implementation of the rsa public-key cryptosystem","1993","15","10.1080/00207169308804198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027812915&doi=10.1080%2f00207169308804198&partnerID=40&md5=e7b1d12c1a87117b937cf00f3642d79f","In just over ten years, public-key crytography has gone from a novel concept to a mainstay of cryptographic technology. Most public-key cryptosystems are constructed based on a modular exponentiation and each modular exponentiation, in turn, is made up of modular multiplications. One challenge is how to reduce the running time of a modular exponentiation. A fast exponentiation method using parallel processing is presented. This method can be employed with other existing methods for further speedup. The popular RSA cryptosystem is used as an example to demonstrate this study. © 1993, Taylor & Francis Group, LLC. All rights reserved.","Cryptography; information security; modular exponentiation; modular multiplication; public-key cryptosystem","Algorithms; Binary sequences; Data communication systems; Encoding (symbols); Number theory; Numerical methods; Parallel processing systems; Security of data; Digital signature; Fast exponentiation method; Modular exponentiation algorithm; Modular multiplication; Parallel binary method; Public key cryptosystem; Rivest Shamir Adleman crystosystem; Cryptography"
"","","","1st International Conference on Cryptology, AUSCRYPT 1990","1990","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032491142&partnerID=40&md5=61290ea6d9d3d04b40f80a746786faac","The proceedings contain 39 papers. The special focus in this conference is on Cryptology. The topics include: On the formal analysis of PKCS authentication protocols; some remarks on authentication systems; meet-in-the-middle attack on digital signature schemes; a binary sequence generator based on Ziv-Lempel source coding; a fast iterative algorithm for a shift register initial state reconstruction given the noisy output sequence; parallel generation of pseudo-random sequences; large primes in stream cipher cryptography; comparison of block ciphers; key scheduling in des type cryptosystems; direct demonstration of the power to break Public-Key cryptosystems; lOKI — A cryptographic primitive for authentication and secrecy applications; permutation generators of alternating groups; showing credentials without identification transferring signatures between unconditionally unlinkable pseudonyms; a (non-Practical) three-pass identification protocol using coding theory; demonstrating possession without revealing factors and its application; anonymous one-time signatures and flexible untraceable electronic cash; dyadic matrices and their potential significance in cryptography (abstract); a note on strong fibonacci pseudoprimes; on the significance of the directed acyclic word graph in cryptology; solving equations in sequences; continued fractions and the Berlekamp-Massey algorithm; the practical application of state of the art security in real environments; rSA as a benchmark for multiprocessor machines; range equations and range matrices: A study in statistical database security; record encryption in distributed databases; vLSI design for exponentiation in GF(2); a fast modular-multiplication module for smart cards; minòs: Extended user authentication; universal logic sequences; the three faces of information security; nonlinear generators of binary sequences with controllable complexity and double key.","",""
"Barrows Jr. R.C.; Allen B.; Fink D.J.","Barrows Jr., R.C. (7003455203); Allen, B. (16159590000); Fink, D.J. (57206206072)","7003455203; 16159590000; 57206206072","An X Window system for statlab results reporting.","1993","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027711253&partnerID=40&md5=2dd598ee53ab26571e5e22abb7c84a9b","We have developed a system that receives ""stat"" results encoded in Health Level Seven from the Laboratory Information System, prints a report in destination Intensive Care Units (ICUs), and captures the data for review in a custom spreadsheet format at color X-terminals located in ICUs. Available services include a reference nomogram plot of arterial blood gas data, printed summaries, automated access to the Clinical Information System and a Medline database, electronic mail, a simulated electronic calculator, and general news and information. Security mechanisms include an audit trail of user activities on the system. Noteworthy technical aspects and non-technical factors impacting success are discussed.","","Clinical Laboratory Information Systems; Computer Communication Networks; Computer Graphics; Computer Security; Computer Terminals; Humans; Integrated Advanced Information Management Systems; Intensive Care Units; User-Computer Interface; article; computer graphics; computer interface; computer network; computer security; computer terminal; hospital information system; human; information system; intensive care unit"
"Fee Higgins L.","Fee Higgins, Leta (57025262500)","57025262500","Understanding the information security administration function","1992","0","10.1080/07366989209451568","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952098066&doi=10.1080%2f07366989209451568&partnerID=40&md5=69e039e71d5bdc53d1c4ac6e82b0911f","[No abstract available]","",""
"Eichenwald S.","Eichenwald, S. (6601946603)","6601946603","Physician-hospital networks","1992","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026596246&partnerID=40&md5=7c82cbcc3622a487c698a800c8153fca","Patient care efficiencies and quality of care improvements require progressive efforts to integrate the patient information systems and allow for on-demand accessibility to authorized information users. The dilemma facing the designers and managers of these systems is that each step toward improving accessibility seems to introduce another potential information leakage point. We are reminded once again that information is a very difficult resource to control because it is possible to steal it without removing it physically from its storage place. The essence of information security in physician links is captured by establishing mechanisms for identifying system users, limiting user authority, assuring the privacy of transmitted data, and monitoring system use and users.","","Computer Communication Networks; Computer Security; Medical Records Systems, Computerized; Medical Staff, Hospital; United States; confidentiality; hospital; information processing; medical documentation; note; patient care; physician; article; computer network; computer security; medical record; medical staff; standard; United States"
"Michael Kirby","Michael Kirby (24756368900)","24756368900","Information security - OECD initiatives","1992","1","10.1016/0267-3649(92)90045-B","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50749132793&doi=10.1016%2f0267-3649%2892%2990045-B&partnerID=40&md5=6caff359f2362d0542cbd77c4a21e784","This is the full text of a paper delivered by the Hon Justice Michael Kirby AC CMG (Australia) at the October 1991 International Symposium on Information Security held in Tokyo. In it he discusses the initiatives of the Organisation for Economic Cooperation and Development (OECD) in relation to information security, raising some important questions about the way in which the social implications of technology tend to get submerged by more immediate concerns to exploit technological advances at all costs. © 1992.","",""
"Eisner Howard","Eisner, Howard (7004323527)","7004323527","Information and decision technologies. Nine needs and niches for the nineties","1990","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025536248&partnerID=40&md5=cc293b1aa14001025fabdda444d52f19","This paper examines a variety of trends and observations in regard to several basic computer and communications technologies. This paper explores nine information and decision technology areas that appear to be particularly significant looking forward into the 1990s. These technologies are viewed as necessarily continuing to grow in part as a result of perceived needs of users and thereby represent important niches that are likely to be filled and expanded by technology developers. Information and decision technologies for the nineties clearly will benefit from computer and communications advances with specific applications of these advances responding to user needs and requirements.","","Computer Aided Engineering; Computer Software; Data Processing; Information Security Systems; Infosec System; Multi-Media Systems; Decision Theory and Analysis"
"Wood C.C.","Wood, Charles Cresson (57210508279)","57210508279","Using information security to achieve competitive advantage","1991","4","10.1016/0167-4048(91)90065-L","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026206209&doi=10.1016%2f0167-4048%2891%2990065-L&partnerID=40&md5=1f6f76262185ebd58f0c96ea50d32e07","[No abstract available]","","Computer Security; Management - Information Systems; Competitiveness; Information Security; Information Dissemination"
"Parker D.B.","Parker, Donn B. (7403381465)","7403381465","A comprehensive list of threats to information","1993","1","10.1080/19393559308551348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960656825&doi=10.1080%2f19393559308551348&partnerID=40&md5=c7445332da114e1de3b80a13a51ba632","Policies, standards, surveys, and assessment questionnaires do not currently provide consistent or complete lists of threats to information for identifying controls, conducting assessments, or establishing priorities in information security. The usual short list of four common threats — unauthorized modification, unauthorized use, destruction, and disclosure — is clearly incomplete and redundant. For example, more extensive lists often include fraud, theft, sabotage, and espionage. However, these threats are legal abstractions that require expertise in criminal law to understand. Often, users and even security specialists don't understand the criminal legal implications of these terms or have a distorted view of them. A further problem is that these lists typically fail to include some of the most common threats to organizations as shown by actual experience of information loss. These include such important violations of the law as trespass, burglary, extortion, and larceny, as well as such general threats as false data entry, repudiation, failure to perform, deception, misrepresentation, and delay. © 1993 Taylor & Francis Group, LLC.","",""
"Blatchford C.","Blatchford, Clive (6602898590)","6602898590","Japan and information security","1990","0","10.1016/s0960-2593(05)80057-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149208426&doi=10.1016%2fs0960-2593%2805%2980057-6&partnerID=40&md5=0dc0d048d7c77e5af20d9d8f86d1af20","[No abstract available]","",""
"Claassen G.J.; Kuhn G.J.; Penzhorn W.T.","Claassen, G.J. (6602338344); Kuhn, G.J. (7103070851); Penzhorn, W.T. (6602538734)","6602338344; 7103070851; 6602538734","Information security services and standards for telecommunications in Africa","1992","0","10.1109/AFRCON.1992.624412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065618213&doi=10.1109%2fAFRCON.1992.624412&partnerID=40&md5=e2198cddb79860e3dfb1f23d6f69a590","This paper analyses communication security threats in the light of the Open Systems Interconnection (03)Model and establish certain security goals to be met. A brief look is taken at the implementation of security services in the communications network, and then the applicability of a few very important international security standards to the African developing world are discussed. Special attention will be paid to the Security addendum to the OS1 model, financial institution standards, the CClTT electronic mail security standards and smart cards. © 1992 IEEE.","","Developing countries; Security of data; Smart cards; Communications networks; Developing world; Financial institution; International security; Open systems interconnections; Paper analysis; Security services; Security standards; Chlorine compounds"
"Schou C.","Schou, Corey (7006835719)","7006835719","The role of legislation in information security","1993","1","10.1080/07366989309451622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947697215&doi=10.1080%2f07366989309451622&partnerID=40&md5=d82e9303277399496d0111151e29bc0d","[No abstract available]","",""
"Badenhorst K.P.; Eloff J.H.P.","Badenhorst, K.P. (7801495886); Eloff, Jan H.P. (35608775600)","7801495886; 35608775600","Computer security methodology: Risk analysis and project definition","1990","12","10.1016/0167-4048(90)90104-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025449011&doi=10.1016%2f0167-4048%2890%2990104-2&partnerID=40&md5=154ed165a6263f319a78c476b87ed52e","A structured, progressive approach to the process of risk analysis, problem identification and project definition will contribute to the successful implementation of computer security in an organization. Potential losses of information technology assets need to be identified and quantified. It is critical for the senior management of an organization to be involved in the decision making process regarding the selection of computer security countermeasures. The objectives of this paper are to address the issue of risk analysis in view of an overall information security plan. © 1990.","Computer security; Methodology; Risk analysis","Risk Studies - Assessment; Computer Security; Risk Analysis; Computer Crime"
"Janus Associates","Janus Associates (24755936500)","24755936500","Information security administration model: A management model to help identify the best practices of the administration function within the security group","1992","0","10.1016/0167-4048(92)90172-N","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50749133240&doi=10.1016%2f0167-4048%2892%2990172-N&partnerID=40&md5=74cd38372afc7a718f37ac58019aa513","[No abstract available]","",""
"Singh Tejinder; Subramanian Rajan; Chowdhry Tripatinder S.","Singh, Tejinder (57210543828); Subramanian, Rajan (56352833600); Chowdhry, Tripatinder S. (6507085866)","57210543828; 56352833600; 6507085866","Impact of future information systems on business strategies","1990","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025540337&partnerID=40&md5=6a2dda493530816b7c5690bd1f94c158","The authors discuss the impact of future information systems on the business environment. They emphasize the need to formulate strategies to exploit the wide-ranging services offered by these systems. It is pointed out that information transfer and manipulation is increasingly becoming the key factor in successful business decisions. As information becomes extremely valuable, it becomes pertinent to have a long-term strategy for information technology, and to ensure that it adapts well to the corporate objectives and culture. It is concluded that new communication technologies will have far reaching effects in the success of corporations in an information-intensive environment. Business strategists of today need to comprehend the capabilities of emerging communication systems in order to effectively deal with the issues of privacy and information security.","","Computer Networks; Computers--Data Communication Systems; Data Transmission; Information Retrieval Systems; Business Strategies; Communication Technologies; Information Intensive Environment; Information Transfer; Management"
"Straub Jr. D.W.","Straub Jr., Detmar W. (7005859153)","7005859153","Effective IS security: An empirical study","1990","575","10.1287/isre.1.3.255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000280419&doi=10.1287%2fisre.1.3.255&partnerID=40&md5=7254de37c6c52ffe8d5f097ec5ac2cb0","Information security has not been a high priority for most managers. Many permit their installations to be either lightly protected or wholly unprotected, apparently willing to risk major losses from computer abuse. This study, based on the criminological theory of general deterrence, investigates whether a management decision to invest in IS security results in more effective control of computer abuse. Data gathered through a survey of 1, 211 randomly selected organizations indicates that security countermeasures that include deterrent administrative procedures and preventive security software will result in significantly lower computer abuse. Knowledge about these relationships is useful for making key decisions about the security function. Copyright © 1990, The Institute of Management Sciences.","Computer crime; Computer ethics; Computer security; General deterrence theory; Information security; Protection of the information resource","Computer crime; Decision theory; Administrative procedures; Computer ethics; General deterrence theory; Information resource; Management decisions; Security countermeasures; Security functions; Security software; Security of data"
"","","","1991 IEEE Military Communications Conference - MILCOM '91","1991","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026381263&partnerID=40&md5=5cc00c250dd530c8689b37edb398697a","Proceedings incorporates 88papers that are arranged in 18 sessions which covered: network control and management; satellite communication systems; meteor burst communications; trends in tactical communications; LPI techniques; modulation techniques; spread spectrum communications; commercial and military communications systems and technology; broadband networks; network performance modeling; meteor burst applications; communications for distributed C3 systems; information security and computer security; special topics; sequencing and acquisition; LPI systems; laser communication applications; technological opportunities; as well as integrated federal telecommunications systems. Topics considered include: laser transmitters, light scattering, signal detection, computer codes, expert systems, artificial intelligence, telephone switching equipment, radio systems, computer networks, command and control systems, network management, military vehicles, facsimile, communication satellites, jamming, signal fading, frequency hopping, antennas, multiplexing, FSK, PSK, and filters.","","Antennas; Computer networks; Electromagnetic waves; Frequency shift keying; Meteor burst communication; Military engineering; Phase shift keying; Radio systems; Satellite communication systems; Signal detection; Spread spectrum communication; Telecommunication systems; Computer protocols; FDMA; Frequency hopping; Laser communications; LPI techniques; QPSK; Sequencing; Tactical communications; Military communications"
"Wood C.C.","Wood, Charles Cresson (57210508279)","57210508279","How many information security staff people should you have?","1990","0","10.1016/0167-4048(90)90069-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025476905&doi=10.1016%2f0167-4048%2890%2990069-6&partnerID=40&md5=fb43e980eaaed42a48193554ae9b2fd4","For many years, practitioners had only their own persuasiveness to fall back on in their efforts to convince management to allocate additional resources to information security staffing. This article provides the results of a recent study that examined the average level of investment in information security staff vis-a-vis other related organizational functions such as data processing and EDP auditing. The results, expressed as ratios of other functional area total staff to information security total staff, are shown by both organizational size and industry. The window for prudent information security staffing levels for U.S. organizations is shown to be rather narrowly defined. The study also indicates that practitioners can easily calculate level-of-staffing ratios to gauge their own organization's level of commitment to information security. This article initiates a conversation about the definition of a generally accepted level of information security staffing. © 1990.","Baseline; Budgeting; Information security staffing; Level of investment in information security; Personnel resources; Ratio analysis; Standard of due care","Personnel; Information Security; Data Processing"
"Epstein E.F.; McLaughlin J.D.","Epstein, E.F. (7202747838); McLaughlin, J.D. (57217548091)","7202747838; 57217548091","A discussion on public information. Who owns it? Who uses it? Should we limit access?","1990","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025621407&partnerID=40&md5=07c362a748a2c4a2c62fc9bd0362c2b3","A discussion on access to public information. Epstein covers themes of ownership, investment, commodification of information, security, government responsibility. McLaughlin regards effective access to data as being the key issue, along with taxpayer and government roles in financing the collection of public data. -M.Blakemore","","government role; information commodification; public information; public information access; security commodification"
"DeMaio H.B.","DeMaio, Harry B. (7801443690)","7801443690","A situational approach to integrity","1993","0","10.1080/19393559308551359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960618217&doi=10.1080%2f19393559308551359&partnerID=40&md5=440cab4f71db389041c18c4963235719","Orthodoxy can be both beneficial and destructive. Without a certain amount of orthodoxy in defining security practices and terminology, for example, it would be impossible to develop useful standards. However, orthodoxy should never be an end in itself. Security professionals should be judged according to the effectiveness of their recommendations and actions, not by the number of individuals that quote from their catechism. And yet despite the valuable efforts of a number of professional associations and practitioners to develop a common body of knowledge for information security, I believe that we are inexorably moving toward a world in which circumstances are almost as important as standards and definitions. Such an existential approach to security does not imply an intellectual free-for-all; it means being pragmatic, responsive to individual situations, but in a disciplined and internally consistent manner. © 1993 Taylor & Francis Group, LLC.","",""
"Lennox Gordon","Lennox, Gordon (7003824270)","7003824270","EDI security","1990","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025535922&partnerID=40&md5=05fce1d4fdd263d94bcc425b94501697","Electronic data interchange (EDI) is defined. The problem of information security in the ECI environment is examined, and security requirements are outlined. The findings of a recent workshop organized to look at the requirements in more detail are summarized. Some conclusions are presented.","","Computer Networks--Protection; Digital Communication Systems--Protection; Communication System Security; EDI Security; Electronic Data Interchange; Information Security; Message Integrity; User Authentication; Data Transmission"
"Menkus B.","Menkus, Belden (6701633180)","6701633180","Six key factors in evaluating information security mechanisms","1991","0","10.1080/07366989109451244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952121056&doi=10.1080%2f07366989109451244&partnerID=40&md5=bf7d821c07a7c7378f8e02965dd9c615","[No abstract available]","",""
"","","","Information Security Evaluation Criteria Conference","1990","0","10.1016/S0960-2593(05)80034-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149207848&doi=10.1016%2fS0960-2593%2805%2980034-5&partnerID=40&md5=56e809120a5502a0837a3ac033e1c61e","[No abstract available]","",""
"Cohen F.","Cohen, Fred (57203259417)","57203259417","Automated Control System Security","1992","0","10.1109/43.180263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945712412&doi=10.1109%2f43.180263&partnerID=40&md5=8535e7172a21824114bf3c88eecbc4d3","However, information security folks don’t know what they need to knowutomated control systems (ACSs) lie at the heart of industrial and infrastructure systems and, as such, are one of the most critical parts of critical infrastructures. © 2010 IEEE","",""
"Ashby V.; Schlipper L.","Ashby, Victoria (6602880960); Schlipper, Linda (6505713855)","6602880960; 6505713855","Security standards for object data management systems","1991","0","10.1016/0920-5489(91)90037-Z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026239207&doi=10.1016%2f0920-5489%2891%2990037-Z&partnerID=40&md5=79d55f2821ff8ba368caa4597db68e7a","This position paper examines the incorporation of information security into the Object Data Management (ODM) system standardization process. An overview is provided of concepts important to information security; this is followed by a discussion of ODM features having important implications for the support of these security concepts. We conclude by discussing security features and assurance concepts appropriate for inclusion in the ODM standardization process. These features address the areas of access controls, security constraints, user roles, and object boundaries. © 1991.","data management standards; database security; Information security; object boundaries; object data management; secrecy constraints","Computer Programming Languages--Problem Orientation; Security Systems; Standards; Access Control; User Roles; Database Systems"
"Abel H.G.","Abel, H.G. (7103073181)","7103073181","Requirements for Information Security; [Anforderungen zur Gewährleistung der Informationssicherheit]","1990","0","10.1524/itit.1990.32.1.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025376660&doi=10.1524%2fitit.1990.32.1.10&partnerID=40&md5=910de036ba6ba180688e84eb8349c880","Nearly all regions of economics and administration authorities are depending on well working of their data processing systems. For that reason the importance of data security means are permanently increasing. This paper will demonstrate the risks when using modern data processing systems, especially distributed data processing systems and personal computers. To guarantee the information security starting points are proposed. Finally the German IT-Trusted Computer System Evaluation Criteria are illustrated, which were defined by the office of ZSI and shall be the base for evaluating trusted data processing systems. © 1990 De Gruyter Oldenbourg. All rights reserved.","","Distributed computer systems; Trusted computing; Computer Crime; Computers, Personal; Data-processing system; Distributed data processing; Trusted computer system evaluation criterion; Data Security; Personal computers; Data Processing"
"Hardy G.","Hardy, Gary (24378950100)","24378950100","Commercial accreditation of information security","1993","0","10.1016/0167-4048(93)90034-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027876270&doi=10.1016%2f0167-4048%2893%2990034-3&partnerID=40&md5=88c65097d20288dca8219f6edccc4627","[No abstract available]","","Data acquisition; Data reduction; Decision support systems; Information management; Planning; Project management; Security of data; Security systems; Standards; Systems analysis; Commercial accreditation; Systems evaluation; Evaluation"
"Steinacker Angelika","Steinacker, Angelika (7003982125)","7003982125","Fundamental literature on data and information security; [Grundlegende Literatur zu Themen der Informationssicherheit]","1990","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025376948&partnerID=40&md5=efacb039e41de6259cce9f1229429c2e","This bibliography which doesn't claim completeness, contains important books, articles and further informations related to topics on cryptology and its applications in data and information security.","","Data Processing - Security of Data; Cryptology; Data and information; ITS applications; Information Security; Cryptography; Security of data"
"Tang M.T.","Tang, Michael T. (56976505400)","56976505400","Collaring the Computer Criminal: An Analysis of Information Security for Network Computing","1991","0","10.1108/02686909110000116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948218647&doi=10.1108%2f02686909110000116&partnerID=40&md5=001eba6f88124667b0fcff036dcd6656","Prevention of computer crimes is an area of crucial importance to all organisations. © 1991, MCB UP Limited. All rights reserved.","",""
"Campbell R.P.","Campbell, Robert P. (57166870800)","57166870800","Hands-on penetration testing of systems controls","1993","1","10.1080/19393559308551354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960671122&doi=10.1080%2f19393559308551354&partnerID=40&md5=9f70b2eacedda6466749ae9ac6958e8c","The revolutions in end-user computing and open systems have left those in charge of information security dazed and casting about for shelter. In the past, it had been difficult enough for security professionals to cope with the increased distribution of information technology throughout the enterprise and the attendant decentralization of responsibility for corporate information systems. But more recent innovations, including powerful workstations, data and resource sharing, and sophisticated networking technologies have brought chaos to the controls situation. For example, the proliferation of logical and physical network paths, nodes, and gateways has created many new and different ways in which systems can be attacked. Carefully defined, mainframe-oriented controls have clearly been undermined by the spread of this technology. At best, the enterprise is left with divergent security strategies and complex control requirements that are not well understood. © 1993 Taylor & Francis Group, LLC.","",""
"Sobol M.I.","Sobol, Michael I. (57167556400)","57167556400","Macintosh security and data integrity products","1993","0","10.1080/19393559308551340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960669847&doi=10.1080%2f19393559308551340&partnerID=40&md5=d0d5f918e3f0bbd82409c1f1f2b02c5b","Access control, virus prevention, and data integrity have always been concerns for management and information security personnel. Until recently, most of the efforts in this area have been devoted to the IBM PC and compatible equipment. During the past year or so, however, Apple Computer and its Macintosh line of microcomputers have become increasingly popular in business environments. Because of this emerging interest in the Mac and because of the ongoing concern for information protection and data integrity, several vendors are now marketing security products for the Macintosh line of microcomputers. This column reviews several of those products. © 1993 Taylor & Francis Group, LLC.","",""
"Sherizen S.","Sherizen, Sanford (6506785925)","6506785925","European unification '92 impacts on information security","1991","1","10.1016/0167-4048(91)90117-V","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026260482&doi=10.1016%2f0167-4048%2891%2990117-V&partnerID=40&md5=1fd92a8f3985031fded29841386e7d19","The unification of Europe at the end of 1992 will create information security challenges. The Single European Market will serve as a major landmark for the restructuring of Continent-wide institutions and services. There will be major changes in European finance, governance, and technology. Unification decisions will lessen existing controls and restrictions over financial processing as well as create new conditions where controls and restrictions have not been anticipated. In either of these cases, computer crimes may well increase as a consequence of the Single European Market. This article will discuss the impact of Unification '92 on the protection of information. While much attention has been paid by security experts to the development of the information technology security evaluation criteria (ITSEC), other important but less direct decisions are being made that are related to information security. The Unification '92 decisions that will be outlined could turn out to be of great importance in determining the nature of information protection in the post-1992 era. Many EC directives and decisions, some of which are not specifically treated or labeled as information security, will substantially affect what protections will be possible as well as necessary. The major categories of these directives and decisions are: 1. (1) technical decisions on the use of computer and communications technologies 2. (2) legal decisions on how financial errors, crimes, and disagreements are defined and how they will be resolved 3. (3) political and public policy decisions on the general economy and the regulatory constraints applied to financial services operations, services, and products. Illustrations of these categories will be drawn from important EC decisions. These will include decisions on stimulating European information services, auditing standards and requirements, money-laundering controls, open borders, and electronic data interchange (EDI). © 1991.","","Data Processing - Data Handling; Data Processing - Security of Data; Information Science; Legislation - Standards; Technology - Economic and Sociological Effects; Electronic Data Interchange (EDI); European Market; Information Services"
"Carroll J.M.","Carroll, John M. (57213447288)","57213447288","The three faces of information security","1990","0","10.1007/BFb0030382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032498473&doi=10.1007%2fBFb0030382&partnerID=40&md5=88fc6197c1af1519379f29c956e2f297","CONFIDENTIALITY, INTEGRITY, and AVAILABILITY are the three faces of information security. These goals can all be achieved by use of cryptography. This paper will discuss: 1. Initial authentication of user and host using: (a) asymmetric ciphers; or (b) symmetric ciphers. 2. Exchange of cryptographic keys for: (a) privacy transformation; and (b) message authentication. 3. Continuous re-authentication to: (a) test user and host presence; and (b) assure channel integrity. 4. Implementation in all comunication modes: (a) two-party (one-to-one); (b) broadcast (one-to-many); and (c) conference (many-to-many). The existance of umpires, network security officers or certificating authorities (CA) is not presumed, nor is it ruled out. © Springer-Verlag Berlin Heidelberg 1990.","","Authentication; Cryptography; Public key cryptography; Security of data; Asymmetric ciphers; Cryptographic key; Many to many; Message authentication; Re authentications; Security officers; Symmetric cipher; Network security"
"Kinoshita Hirotsugu; Tsujii Shigeo","Kinoshita, Hirotsugu (7401595925); Tsujii, Shigeo (7004479314)","7401595925; 7004479314","Information security of database networks","1990","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025530005&partnerID=40&md5=3975a97e0f6c0c35280e772d735a716c","The information concerning individuals is stored in various organizations such as educational, medical, business and administrative organizations. Even if the access level is classified in a particul organization, there is a possibility that the information may be retrieved by making accesses to other organizations. From such a viewpoint, this paper discusses the use of private information stored in the database and the privacy protection. In contrast to the conventional discussion of the problem, aiming at the consistency of the access levels within a single database, this paper considers the case where more than one MDBS (multilevel database system) exists in the network. The application integrity in the access level is discussed, when one MDBS is affected by another MDBS. A dynamic method of setting access levels, which is matched to the clearance level of the user making an access, is proposed.","","Data Processing - Security of Data; Database Access; Multilevel Databases; Database Systems"
"Rhee M.Y.","Rhee, Man Y. (57195634481)","57195634481","Research activities on cryptology in Korea","1993","0","10.1007/3-540-57332-1_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029456553&doi=10.1007%2f3-540-57332-1_15&partnerID=40&md5=22341c8f924e3e11fd1acbc3b4848e47","In this paper, we introduce the recent development of cryptologic research in Korea since 1989. Two workshops on information security and cryptotogy and a symposium on data security have been held. The Korea Institute of Information Security and Cryptology (KIISC) was organized in December 1990. The KIISC is playing a leading role for promoting research activities on cryptology in Korea. Since Japan is very active in the area of cryptologic research and development since 1984, it is worth to include Japanese research activities in this paper. Also, the recent cryptologic research activities in the Republic of China (Taiwan) are introduced. With regard to the research activities from other nations in Asia, it is unfortunate not to compile their activities in this issue due to the lack of information available at the present time. © 1993, Springer Verlag. All rights reserved.","","Chromium compounds; Security of data; Cryptologic research; Cryptology; Republic of China; Research activities; Cryptography"
